Churn,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Recency,Frequency,Monetary,RFM_Score,IsNewUser,EngagementScore,ComplainLowSat,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,PreferredPaymentMode_COD,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single,Gender_Male
1,14.0,1,14.0,2.0,5,2,3,0,15.0,0.0,1.0,3.0,206.5,3.0,1.0,206.5,1.276,0,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1,0.0,1,15.0,2.0,3,5,8,0,22.0,1.0,1.0,4.0,142.0,4.0,1.0,142.0,1.008,1,2.1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,8.0,3,6.0,3.0,3,4,2,0,13.0,1.0,1.0,6.0,172.95,6.0,1.0,172.95,1.12,0,2.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,9.0,3,12.0,2.0,3,3,3,1,20.0,0.0,4.0,5.0,123.06,5.0,4.0,123.06,2.126,0,1.9,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,18.0,1,14.0,2.0,3,4,9,0,18.0,1.0,1.0,15.0,123.47999999999999,15.0,1.0,123.47999999999999,0.906,0,2.1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
0,5.0,3,14.0,2.0,3,2,2,0,14.0,2.0,3.0,7.0,189.98,7.0,3.0,189.98,1.985,0,2.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,2.0,1,6.0,2.0,3,3,2,0,13.0,0.0,1.0,9.0,143.19,9.0,1.0,143.19,0.993,1,1.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,1,13.0,2.0,4,3,3,0,17.0,1.0,1.0,0.0,161.32,0.0,1.0,161.32,1.245,1,2.4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,30.0,1,15.0,3.0,4,4,5,1,20.0,1.0,1.0,0.0,133.46,0.0,1.0,133.46,1.134,0,2.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,13.0,3,10.0,3.0,4,2,8,0,11.0,2.0,2.0,11.0,208.55,11.0,2.0,208.55,1.651,0,3.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,9.0,3,8.0,3.0,3,3,7,0,18.0,1.0,1.0,2.0,122.31,2.0,1.0,122.31,0.956,0,2.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0.0,1,14.0,3.0,3,2,2,0,24.0,0.0,2.0,2.0,123.22999999999999,2.0,2.0,123.22999999999999,1.36,1,2.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,9.0,1,15.0,2.0,3,4,7,0,18.0,0.0,2.0,2.0,120.24000000000001,2.0,2.0,120.24000000000001,1.348,0,1.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,1.0,1,27.0,3.0,3,2,2,0,11.0,0.0,1.0,2.0,127.13,2.0,1.0,127.13,0.975,1,2.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,30.0,1,30.0,2.0,2,2,4,1,16.0,1.0,1.0,4.0,194.39,4.0,1.0,194.39,1.218,0,1.8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0.0,1,14.0,3.0,4,3,2,1,15.0,0.0,1.0,1.0,125.66,1.0,1.0,125.66,1.003,1,2.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,23.0,1,17.0,2.0,3,4,4,0,15.0,2.0,4.0,4.0,299.26,4.0,4.0,299.26,2.837,0,2.3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,14.0,1,14.0,2.0,3,3,5,0,12.0,1.0,1.0,8.0,124.50999999999999,8.0,1.0,124.50999999999999,0.92,0,2.1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
0,3.0,3,11.0,2.0,3,2,3,0,12.0,2.0,7.0,4.0,194.19,4.0,7.0,194.19,3.617,0,2.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,11.0,3,6.0,2.0,4,2,5,0,22.0,1.0,1.0,1.0,186.86,1.0,1.0,186.86,1.247,0,2.4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,5.0,1,12.0,3.0,3,3,4,0,20.0,0.0,1.0,4.0,130.38,4.0,1.0,130.38,0.962,0,2.4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
0,0.0,1,23.0,3.0,3,4,1,1,16.0,1.0,1.0,1.0,130.58,1.0,1.0,130.58,1.022,1,2.6,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0.0,3,14.0,3.0,5,5,1,0,21.0,1.0,1.0,0.0,123.25,0.0,1.0,123.25,1.093,1,3.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,9.0,1,9.0,1.0,3,4,5,0,12.0,4.0,7.0,2.0,120.88,2.0,7.0,120.88,3.35,0,2.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,3.0,1,15.0,3.0,3,5,2,0,11.0,0.0,6.0,10.0,130.72,10.0,6.0,130.72,2.941,0,2.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,18.0,3,10.0,1.0,3,5,5,1,11.0,0.0,1.0,3.0,150.06,3.0,1.0,150.06,1.05,0,1.4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,29.0,1,14.0,3.0,3,5,5,1,18.0,1.0,2.0,2.0,142.57,2.0,2.0,142.57,1.437,0,2.6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,6.0,1,14.0,2.0,3,2,1,0,14.0,0.0,1.0,2.0,125.0,2.0,1.0,125.0,0.967,0,1.9,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
1,0.0,1,8.0,2.0,4,2,2,0,22.0,0.0,1.0,0.0,111.02000000000001,0.0,1.0,111.02000000000001,1.044,1,2.2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,19.0,3,6.0,3.0,3,5,2,0,25.0,4.0,15.0,7.0,204.53,7.0,15.0,204.53,6.843,0,3.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,9.0,1,15.0,3.0,3,2,2,0,12.0,1.0,2.0,1.0,122.88,1.0,2.0,122.88,1.392,0,2.6,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,4.0,1,18.0,3.0,3,2,9,1,23.0,1.0,1.0,2.0,139.29,2.0,1.0,139.29,1.024,0,2.6,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,9.0,1,33.0,3.0,3,4,3,0,15.0,1.0,1.0,2.0,123.11000000000001,2.0,1.0,123.11000000000001,0.959,0,2.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,4.0,3,26.0,3.0,3,4,2,1,22.0,0.0,1.0,2.0,131.4,2.0,1.0,131.4,0.992,0,2.4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,23.0,1,6.0,2.0,4,3,3,0,15.0,0.0,1.0,2.0,136.9,2.0,1.0,136.9,1.014,0,2.2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,26.0,1,19.0,2.0,2,5,2,0,11.0,1.0,1.0,3.0,144.5,3.0,1.0,144.5,1.028,0,1.8,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,6.0,1,20.0,3.0,3,4,2,0,13.0,0.0,1.0,6.0,127.56,6.0,1.0,127.56,0.939,0,2.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,13.0,1,10.0,2.0,3,3,2,0,14.0,1.0,9.0,9.0,290.33,9.0,9.0,290.33,4.781,0,2.1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,28.0,1,20.0,3.0,2,4,9,0,11.0,1.0,2.0,15.0,287.22,15.0,2.0,287.22,1.961,0,2.3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
0,7.0,1,8.0,2.0,4,3,2,0,17.0,0.0,1.0,9.0,195.47,9.0,1.0,195.47,1.202,0,2.2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,24.0,1,9.0,3.0,3,4,4,0,18.0,0.0,2.0,0.0,237.33999999999997,0.0,2.0,237.33999999999997,1.949,0,2.4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,25.0,1,6.0,3.0,4,3,1,0,15.0,1.0,11.0,9.0,299.99,9.0,11.0,299.99,5.62,0,2.9,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,9.0,1,15.0,2.0,3,4,2,0,16.0,1.0,1.0,3.0,122.78999999999999,3.0,1.0,122.78999999999999,0.941,0,2.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0.0,1,29.0,2.0,4,3,4,1,13.0,1.0,1.0,1.0,159.16,1.0,1.0,159.16,1.137,1,2.4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,9.0,1,13.0,2.0,2,2,5,0,14.0,0.0,2.0,2.0,120.88999999999999,2.0,2.0,120.88999999999999,1.35,0,1.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,18.0,1,8.0,3.0,4,2,10,0,23.0,1.0,11.0,8.0,267.92,8.0,11.0,267.92,5.494,0,2.9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,10.0,1,27.0,3.0,2,5,2,1,12.0,0.0,1.0,7.0,135.64,7.0,1.0,135.64,0.968,0,2.1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,8.0,1,8.0,2.0,3,4,6,0,11.0,1.0,1.0,2.0,144.25,2.0,1.0,144.25,1.044,0,2.1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,15.0,1,27.0,2.0,3,3,3,0,16.0,0.0,1.0,2.0,152.65,2.0,1.0,152.65,1.077,0,1.9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,11.0,1,8.0,2.0,3,3,10,0,14.0,0.0,1.0,0.0,165.53,0.0,1.0,165.53,1.262,0,1.9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,11.0,1,35.0,2.0,3,2,4,0,18.0,0.0,1.0,7.0,162.61,7.0,1.0,162.61,1.075,0,1.9,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,1,6.0,2.0,4,5,6,0,19.0,0.0,2.0,0.0,142.98,0.0,2.0,142.98,1.572,1,2.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,22.0,1,24.0,3.0,3,2,2,1,15.0,0.0,1.0,7.0,168.04,7.0,1.0,168.04,1.097,0,2.4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
0,7.0,1,16.0,2.0,3,3,2,1,17.0,2.0,2.0,0.0,138.15,0.0,2.0,138.15,1.553,0,2.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
0,13.0,1,25.0,3.0,3,2,9,1,15.0,1.0,3.0,7.0,127.41,7.0,3.0,127.41,1.735,0,2.6,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,1.0,1,35.0,3.0,3,5,8,1,19.0,0.0,1.0,0.0,166.73,0.0,1.0,166.73,1.267,1,2.4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0.0,3,33.0,2.0,3,2,2,0,22.0,1.0,1.0,9.0,176.39,9.0,1.0,176.39,1.126,1,2.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.0,1,14.0,2.0,2,4,2,1,16.0,0.0,2.0,2.0,123.28,2.0,2.0,123.28,1.36,1,1.6,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
0,9.0,1,24.0,3.0,3,2,2,0,13.0,1.0,1.0,7.0,121.53,7.0,1.0,121.53,0.911,0,2.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,13.0,1,15.0,3.0,4,2,10,0,14.0,1.0,1.0,2.0,148.76,2.0,1.0,148.76,1.062,0,2.9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,19.0,1,6.0,3.0,3,5,8,0,16.0,0.0,1.0,3.0,193.96,3.0,1.0,193.96,1.226,0,2.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1,0.0,3,10.0,2.0,5,2,2,0,11.0,7.0,9.0,8.0,204.0,8.0,9.0,204.0,4.438,1,3.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3.0,1,6.0,2.0,4,3,2,0,22.0,2.0,5.0,8.0,184.74,8.0,5.0,184.74,2.761,0,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0,0.0,3,26.0,2.0,3,3,2,0,14.0,1.0,1.0,7.0,199.81,7.0,1.0,199.81,1.224,1,2.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,24.0,1,14.0,2.0,4,4,6,0,16.0,1.0,4.0,3.0,224.89999999999998,3.0,4.0,224.89999999999998,2.55,0,2.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0.0,1,14.0,2.0,3,5,6,1,11.0,1.0,1.0,4.0,126.57,4.0,1.0,126.57,0.946,1,2.1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,14.0,3,12.0,3.0,3,2,4,1,18.0,0.0,2.0,0.0,235.91000000000003,0.0,2.0,235.91000000000003,1.944,0,2.4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0.0,3,32.0,2.0,4,5,6,0,15.0,0.0,1.0,1.0,166.96,1.0,1.0,166.96,1.168,1,2.2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,9.0,1,6.0,2.0,3,3,1,0,14.0,0.0,1.0,5.0,120.58000000000001,5.0,1.0,120.58000000000001,0.916,0,1.9,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
0,18.0,3,12.0,2.0,4,2,7,0,12.0,12.0,12.0,8.0,188.65,8.0,12.0,188.65,5.577,0,4.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,27.0,3,9.0,2.0,3,5,3,0,14.0,1.0,1.0,5.0,159.4,5.0,1.0,159.4,1.071,0,2.1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,9.0,1,11.0,3.0,3,4,9,0,16.0,0.0,3.0,7.0,159.14,7.0,3.0,159.14,1.862,0,2.4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
0,6.0,1,14.0,2.0,4,4,7,0,21.0,0.0,1.0,1.0,126.22,1.0,1.0,126.22,1.005,0,2.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10.0,1,17.0,2.0,3,2,2,1,14.0,0.0,1.0,3.0,221.85000000000002,3.0,1.0,221.85000000000002,1.337,0,1.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0,11.0,3,9.0,3.0,3,3,1,0,12.0,1.0,5.0,13.0,206.08999999999997,13.0,5.0,206.08999999999997,2.839,0,2.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,4.0,1,6.0,2.0,5,3,1,0,12.0,1.0,1.0,4.0,143.45,4.0,1.0,143.45,1.014,0,2.7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,9.0,1,9.0,3.0,4,2,4,0,17.0,0.0,1.0,0.0,121.77000000000001,0.0,1.0,121.77000000000001,1.087,0,2.7,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,10.0,3,10.0,2.0,3,2,5,0,17.0,1.0,5.0,8.0,0.0,8.0,5.0,0.0,2.022,0,2.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
0,2.0,3,6.0,2.0,3,2,2,0,14.0,4.0,4.0,1.0,179.18,1.0,4.0,179.18,2.417,1,2.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,8.0,3,6.0,3.0,3,3,2,0,14.0,1.0,1.0,8.0,187.89,8.0,1.0,187.89,1.174,0,2.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0.0,1,14.0,2.0,4,2,2,1,13.0,0.0,1.0,1.0,123.88999999999999,1.0,1.0,123.88999999999999,0.996,1,2.2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,25.0,1,8.0,2.0,4,2,8,0,15.0,0.0,2.0,2.0,132.12,2.0,2.0,132.12,1.395,0,2.2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,15.0,1,10.0,2.0,3,2,2,0,15.0,0.0,11.0,15.0,292.32,15.0,11.0,292.32,5.582,0,1.9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,9.0,2,12.0,2.0,3,3,9,0,17.0,2.0,2.0,2.0,122.66999999999999,2.0,2.0,122.66999999999999,1.357,0,2.3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,23.0,3,6.0,3.0,3,2,4,0,15.0,1.0,1.0,6.0,295.17,6.0,1.0,295.17,1.609,0,2.6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1,0.0,1,14.0,2.0,3,2,6,1,13.0,0.0,1.0,4.0,124.36000000000001,4.0,1.0,124.36000000000001,0.937,1,1.9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,16.0,3,22.0,3.0,3,2,6,1,22.0,0.0,2.0,9.0,260.64,9.0,2.0,260.64,1.863,0,2.4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0.0,1,8.0,3.0,3,5,8,0,20.0,1.0,1.0,7.0,127.07,7.0,1.0,127.07,0.933,1,2.6,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,25.0,3,8.0,3.0,4,3,2,1,18.0,1.0,15.0,12.0,290.68,12.0,15.0,290.68,7.178,0,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,5.0,3,10.0,2.0,3,4,3,0,11.0,1.0,1.0,2.0,139.31,2.0,1.0,139.31,1.024,0,2.1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,0.0,1,6.0,3.0,4,3,1,1,14.0,1.0,1.0,2.0,137.3,2.0,1.0,137.3,1.016,1,2.9,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,9.0,1,6.0,3.0,3,3,8,0,14.0,0.0,1.0,2.0,122.32,2.0,1.0,122.32,0.956,0,2.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,5.0,3,32.0,3.0,3,2,1,0,18.0,1.0,2.0,2.0,144.65,2.0,2.0,144.65,1.445,0,2.6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,14.0,1,25.0,3.0,3,5,3,0,16.0,1.0,1.0,0.0,130.72,0.0,1.0,130.72,1.123,0,2.6,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
0,13.0,1,30.0,3.0,3,2,2,0,17.0,2.0,4.0,7.0,133.19,7.0,4.0,133.19,2.158,0,2.8,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1
0,18.0,1,6.0,3.0,2,2,1,0,15.0,1.0,1.0,7.0,292.02,7.0,1.0,292.02,1.593,0,2.3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,4.0,1,9.0,3.0,3,3,10,0,12.0,1.0,2.0,2.0,236.75,2.0,2.0,236.75,1.814,0,2.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,6.0,1,11.0,3.0,4,2,2,0,13.0,0.0,1.0,2.0,129.11,2.0,1.0,129.11,0.983,0,2.7,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,7.0,1,8.0,2.0,4,5,7,0,13.0,0.0,5.0,9.0,159.57,9.0,5.0,159.57,2.658,0,2.2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,10.0,1,6.0,2.0,4,5,3,0,14.0,1.0,1.0,2.0,139.2,2.0,1.0,139.2,1.023,0,2.4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,18.0,1,13.0,3.0,2,3,5,0,17.0,0.0,1.0,2.0,164.34,2.0,1.0,164.34,1.124,0,2.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,0.0,1,16.0,3.0,3,3,7,0,11.0,1.0,1.0,0.0,200.48,0.0,1.0,200.48,1.402,1,2.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,12.0,1,8.0,3.0,3,3,1,0,25.0,10.0,11.0,3.0,209.38,3.0,11.0,209.38,5.288,0,4.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,2.0,1,14.0,2.0,3,2,2,0,19.0,0.0,1.0,5.0,123.4,5.0,1.0,123.4,0.927,1,1.9,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
0,15.0,1,23.0,2.0,2,5,4,1,13.0,0.0,1.0,2.0,165.45,2.0,1.0,165.45,1.128,0,1.6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,2.0,3,26.0,2.0,3,2,3,0,14.0,1.0,1.0,2.0,169.31,2.0,1.0,169.31,1.144,1,2.1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
